,sentences
283,"['exactli', 'case', 'third', 'fourth', 'third', 'retir', 'fourth', 'nomin', 'fourth', 'die', 'third', 'retook', 'posit', 'fifth', 'arriv', 'conclus', 'next', 'hokag', 'probabl', 'seventh', 'practic', 'exampl', 'ariel', 'sharon', 'isra', 'prime', 'minist', 'fell', 'coma', 'replac', 'ehud', 'olmert', 'refer', 'exprim', 'minist', 'he', 'count', 'prime', 'minist', 'list']"
284,"['tag', 'use', 'question', 'regard', 'seri', 'charact', 'abil']"
285,"['studio', 'ghibli', 'japanes', 'anim', 'film', 'studio', 'tag', 'question', 'multipl', 'studio', 'ghibli', 'product', 'oper', 'studio', 'much', 'hayao', 'miyazaki', 'work', 'done', 'ghibli', 'wish', 'consult', 'hayaomiyazaki', 'studio', 'ghibli', 'wikipedia']"
286,"['studio', 'ghibli', 'japanes', 'anim', 'film', 'studio', 'tag', 'question', 'multipl', 'studio', 'ghibli', 'product', 'oper', 'studio']"
287,"['spirit', 'away', 'sen', 'chihiro', 'kamikakushi', 'oscarwin', 'film', 'direct', 'hayao', 'miyazaki', 'produc', 'studio', 'ghibli', 'info', 'spirit', 'away', 'wikipedia', 'spirit', 'away', 'ann', 'encyclopedia', 'sen', 'chihiro', 'kamukakushi', 'myanimelist']"
288,"['spirit', 'away', 'sen', 'chihiro', 'kamikakushi', 'oscarwin', 'film', 'direct', 'hayao', 'miyazaki']"
289,"['tag', 'use', 'question', 'concern', 'proper', 'roman', 'japanes', 'word']"
290,"['rurouni', 'kenshin', 'samurai', 'shounen', 'manga', 'nobuhiro', 'watsuki', 'stori', 'himura', 'kenshin', 'samurai', 'bakumatsu', 'period', 'becom', 'wander', 'protect', 'peopl', 'japan', 'tag', 'use', 'question', 'regard', 'rurouni', 'kenshin', 'manga', 'anim', 'animemovi', 'ovum', 'liveact', 'movi', 'inform', 'pleas', 'wikipediaarticl', 'anim', 'articl', 'anim', 'news', 'network', 'encyclopedia', 'manga', 'articl', 'anim', 'news', 'network', 'encyclopedia']"
291,"['rurouni', 'kenshin', 'samurai', 'shounen', 'manga', 'nobuhiro', 'watsuki', 'stori', 'himura', 'kenshin', 'samurai', 'bakumatsu', 'period', 'becom', 'wander', 'protect', 'peopl', 'japan']"
292,"['tag', 'aim', 'question', 'clarifi', 'intend', 'mean', 'charact', 'set', 'action', 'charact', 'plot', 'point', 'complementari', 'tag', 'use', 'addit', 'tag', 'specifi', 'franchis', 'question', 'eg', 'naruto', 'question', 'regard', 'mean', 'happen', 'naruto']"
293,"['tag', 'question', 'look', 'mean', 'either', 'explicit', 'subject', 'interpret', 'behind', 'charact', 'set', 'action', 'charact', 'plot', 'point']"
294,"['airplan', 'vimana', 'record', 'sever', 'epic', 'hindu', 'text', 'includ', 'ramayana', 'mahabharata', 'fact', 'origin', 'sanskrit', 'work', 'vimana', 'case', 'fli', 'contrapt', 'god', 'ride', 'record', 'babylonian', 'literatur', 'far', 'cours', 'gilgamesh', 'own', 'prototyp', 'technolog', 'appear', 'later', 'cultur', 'presum', 'includ']"
295,"['gill', 'portra', 'author', 'anim', 'companion', 'wonder', 'ask', 'japanes', 'got', 'varieti', 'pseudoscientif', 'occasion', 'embarass', 'explan', 'humid', 'blood', 'pressur', 'best', 'respons', 'got', 'fellow', 'simpli', 'recount', 'child', 'told', 'mother', 'stare', 'pretti', 'woman', 'bloodi', 'nose', 'basic', 'superstit', 'sneez', 'someon', 'say', 'good', 'sneez', 'twice', 'say', 'bad', 'sneez', 'three', 'time', 'cold']"
296,"['obviou', 'answer', 'everyon', 'internet', 'give', 'question', 'anim', 'produc', 'much', 'faster', 'compar', 'manga', 'put', 'filler', 'order', 'slow', 'anim', 'seri', 'howev', 'shouldnt', 'reason', 'exampl', 'consid', 'piec', 'show', 'go', 'episod', 'le', 'filler', 'compar', 'naruto', 'show', 'almost', 'number', 'episod', 'origin', 'shippuuden', 'combin', 'almost', 'episod', 'filler', 'needl', 'manga', 'naruto', 'far', 'ahead', 'anim', 'wont', 'abl', 'catch', 'even', 'produc', 'episod', 'without', 'filler']"
297,"['naruto', 'anim', 'broken', 'two', 'seri', 'first', 'naruto', 'cover', 'event', 'year', 'jump', 'manga', 'second', 'naruto', 'shippden', 'start', 'jump', 'continu', 'onward', 'seri', 'fair', 'share', 'anim', 'exclus', 'plot', 'here', 'breakdown', 'anim', 'exclus', 'plot', 'naruto', 'ep', 'special', 'report', 'live', 'forest', 'death', 'summari', 'episod', 'ep', 'land', 'tea', 'arc', 'ep', 'ish', 'let', 'manga', 'truck', 'along', 'lot', 'ep', 'land', 'rice', 'field', 'arc', 'ep', 'mizuki', 'strike', 'back', 'arc', 'ep', 'search', 'bikch', 'arc', 'ep', 'curri', 'life', 'arc', 'ep', 'follow', 'lead', 'great', 'surviv', 'challeng', 'ep', 'bounti', 'hunter', 'arc', 'ep', 'appear', 'strang', 'visitor', 'ep', 'land', 'bird', 'arc', 'ep', 'remembr', 'lost', 'page', 'ep', 'land', 'sea', 'arc', 'ep', 'imposs', 'celebr', 'ninja', 'art', 'money', 'style', 'jutsu', 'ep', 'impost', 'arc', 'ep', 'pleas', 'mr', 'postman', 'ep', 'hoshigakur', 'arc', 'ep', 'kiba', 'long', 'day', 'ep', 'legend', 'hidden', 'leaf', 'onbaa', 'ep', 'laugh', 'shino', 'ep', 'land', 'veget', 'arc', 'ep', 'ino', 'scream', 'chubbi', 'paradis', 'ep', 'viva', 'dojo', 'challeng', 'youth', 'passion', 'ep', 'mysteri', 'curs', 'haunt', 'castl', 'ep', 'third', 'giant', 'beast', 'arc', 'ep', 'trap', 'master', 'arc', 'ep', 'top', 'ninja', 'battl', 'recap', 'episod', 'ep', 'kurama', 'clan', 'arc', 'ep', 'suppos', 'seal', 'abil', 'ep', 'shinobazu', 'arc', 'ep', 'menma', 'arc', 'ep', 'ultim', 'weapon', 'arc', 'note', 'part', 'arc', 'includ', 'canon', 'naruto', 'jiraiya', 'leav', 'villag', 'train', 'other', 'begin', 'train', 'well', 'naruto', 'shippden', 'ep', 'twelv', 'guardian', 'ninja', 'arc', 'ep', 'three', 'tail', 'arc', 'ep', 'tsuchigumo', 'kinjutsu', 'arc', 'ep', 'konoha', 'histori', 'arc', 'ep', 'adventur', 'sea', 'arc', 'ep', 'chikara', 'arc', 'episod', 'total', 'celebr', 'ep', 'shinobi', 'world', 'war', 'arc', 'ep', 'ninetail', 'ep', 'shadow', 'anbu', 'arc', 'note', 'kakashi', 'backstori', 'kakashi', 'gaiden', 'shown', 'shippden', 'ep', 'order', 'appear', 'manga', 'chp', 'manga', 'becam', 'first', 'second', 'seri', 'jump', 'addit', 'none', 'movi', 'base', 'manga', 'plot', 'sourc', 'inform', 'naruto', 'wiki', 'shadow', 'anbu', 'info', 'naruto', 'hq']"
298,"['mainli', 'battl', 'center', 'anim', 'naruto', 'bleach', 'lot', 'battl', 'scene', 'battl', 'scene', 'much', 'much', 'faster', 'anim', 'manga', 'plot', 'center', 'anim', 'piec', 'death', 'note', 'afford', 'produc', 'mani', 'filler', 'leav', 'gap', 'far', 'enough', 'apart', 'plot', 'event', 'unfold', 'much', 'faster', 'anim', 'naruto', 'specif', 'answer', 'upcom', 'saga', 'fill', 'battl', 'order', 'compens', 'fastpac', 'anim', 'suffici', 'gap', 'need', 'open', 'dont', 'exact', 'number', 'calcul', 'id', 'think', 'anim', 'produc', 'sort', 'plan', 'keep', 'upcom', 'battl', 'saga', 'intact', 'otherwis', 'guess', 'wholl', 'deliv', 'meteor', 'hous']"
299,"['lot', 'possibl', 'explan', 'said', 'anim', 'catch', 'manga', 'special', 'event', 'anniversari', 'movierel', 'special', 'narr', 'differ', 'depend', 'product', 'team', 'exampl', 'naruto', 'bleach', 'commonli', 'make', 'battl', 'realli', 'fastpac', 'tend', 'catchup', 'manga', 'quickli', 'wherea', 'piec', 'lot', 'battl', 'tend', 'le', 'dynam', 'end', 'longer', 'dont', 'catch', 'manga', 'easili']"
300,"['end', 'cowboy', 'bebop', 'phrase', 'titl', 'card', 'cowboy', 'bebop', 'wiki', 'call', 'session', 'phrase', 'read', 'space', 'cowboy', 'howev', 'variat', 'session', 'easi', 'easi', 'like', 'refer', 'easi', 'win', 'lose', 'money', 'casino', 'sinc', 'episod', 'take', 'place', 'session', 'end', 'actual', 'dont', 'refer', 'simpli', 'classic', 'end', 'session', 'continu', 'simpli', 'state', 'fact', 'episod', 'part', 'stori', 'continu', 'next', 'session', 'session', 'comrad', 'refer', 'relationship', 'gren', 'viciou', 'fact', 'spike', 'help', 'end', 'session', 'sleep', 'beast', 'refer', 'sleep', 'beauti', 'sinc', 'fay', 'asleep', 'preserv', 'cryogen', 'state', 'sure', 'beast', 'part', 'session', 'life', 'dream', 'refer', 'event', 'place', 'episod', 'name', 'hallucin', 'session', 'space', 'samurai', 'refer', 'andi', 'transform', 'cowboy', 'samurai', 'end', 'episod', 'session', 'none', 'dont', 'even', 'need', 'reason', 'session', 'cowgirl', 'someday', 'somewher', 'refer', 'ed', 'ein', 'part', 'rest', 'crew', 'session', 'continu', 'simpli', 'refer', 'fact', 'episod', 'part', 'stori', 'continu', 'next', 'session', 'session', 'your', 'gon', 'na', 'carri', 'weight', 'mean', 'phrase', 'end', 'last', 'session', 'author', 'messag', 'want', 'pa', 'phrase', 'simpli', 'refer', 'eponym', 'beatl', 'song']"
301,"['anim', 'typic', 'adapt', 'anoth', 'sourc', 'materi', 'usual', 'either', 'manga', 'light', 'novel', 'seri', 'haruhi', 'even', 'visual', 'novelcomput', 'game', 'littl', 'buster', 'cri', 'seri', 'part', 'mayb', 'cut', 'chang', 'rearrang', 'sometim', 'new', 'content', 'ad', 'togeth', 'scene', 'complet', 'chang', 'welcom', 'fan', 'unwelcom', 'addit', 'call', 'filler', 'episod', 'filler', 'episod', 'short', 'episod', 'long', 'entir', 'season', 'anim', 'episod', 'part', 'origin', 'sourc', 'content', 'stori', 'usual', 'serv', 'absolut', 'purpos', 'further', 'main', 'stori', 'two', 'main', 'reason', 'filler', 'meant', 'buy', 'anim', 'content', 'catch', 'pace', 'sourc', 'materi', 'delay', 'give', 'author', 'adapt', 'materi', 'anim', 'cant', 'realli', 'adapt', 'doesnt', 'exist', 'yet', 'reason', 'filler', 'exist', 'greed', 'product', 'milk', 'anim', 'money', 'make', 'episod', 'filler', 'season', 'add', 'disc', 'sale', 'fan', 'buy', 'n1', 'disc', 'instead', 'anim', 'product', 'usual', 'bulk', 'money', 'disc', 'sale', 'gener', 'fan', 'dont', 'filler', 'follow', 'reason', 'pointless', 'dont', 'add', 'plot', 'charact', 'develop', 'menaing', 'way', 'sometim', 'take', 'away', 'action', 'bizarr', 'tanget', 'end', 'exactli', 'began', 'dream', 'sometim', 'add', 'plothol', 'contradict', 'storylin', 'consid', 'noncanon', 'usual', 'arent', 'written', 'author', 'origin', 'sourc', 'materi', 'qualiti', 'vision', 'stori', 'might', 'standard']"
302,"['seri', 'ronin', 'warrior', 'yoroiden', 'samurai', 'trooper', 'main', 'charact', 'red', 'power', 'ranger', 'armor', 'team', 'lead', 'ryo', 'eventu', 'get', 'armor', 'upgrad', 'similar', 'sentai', 'team', 'show', 'sailor', 'moon', 'support', 'teammat', 'power', 'up', 'cours', 'show', 'run', 'happen', 'continu', 'ronin', 'warrior', 'franchis']"
303,"['kind', 'handwav', 'fanwank', 'origin', 'thing', 'exasper', 'facepl', 'vein', 'pop', 'charact', 'comedicangri', 'even', 'trope', 'japanes', 'flag', 'fan', 'come', 'peopl', 'cheer', 'comrad', 'sweatdrop', 'character', 'feel', 'sort', 'embarrass', 'contrit', 'cant', 'anyth', 'logic', 'base', 'specul', 'outgrowth', 'manzai', 'tradit', 'tsukkomi', 'boke', 'charact']"
304,"['fatezero', 'light', 'novel', 'prequel', 'visual', 'novel', 'fatestay', 'night', 'four', 'volum', 'releas', 'anim', 'adapt', 'ufot', 'first', 'season', 'air', 'second', 'season', 'air', 'set', 'year', 'prior', 'event', 'fatestay', 'night', 'emiya', 'kiritsugu', 'peopl', 'chosen', 'holi', 'grail', 'fuyuki', 'becom', 'particip', 'known', 'master', 'ritual', 'known', 'holi', 'grail', 'war', 'kiritsugu', 'act', 'repres', 'master', 'einzbern', 'famili', 'aid', 'given', 'catalyst', 'summon', 'king', 'knight', 'servant', 'saber', 'assist', 'loyal', 'assist', 'maiya', 'hisau', 'wife', 'irisviel', 'von', 'einzbern', 'master', 'kiritsugu', 'group', 'kirei', 'kotomin', 'master', 'assassin', 'son', 'war', 'supervisor', 'risei', 'kotomin', 'tokiomi', 'tohsaka', 'master', 'archer', 'head', 'tohsaka', 'famili', 'kayneth', 'elmelloi', 'archibald', 'master', 'lancer', 'fifthgener', 'nobleman', 'magu', 'associ', 'waver', 'velvet', 'master', 'rider', 'former', 'student', 'kayneth', 'stole', 'catalyst', 'particip', 'war', 'kariya', 'matou', 'master', 'berserk', 'uncl', 'sakura', 'matou', 'ryuunosuk', 'uryuu', 'master', 'caster', 'psychot', 'killer', 'littl', 'knowledg', 'magic', 'grail', 'war', 'master', 'desir', 'win', 'holi', 'grail', 'kiritsugu', 'act', 'interest', 'einzbern', 'famili', 'win', 'desir', 'omnipot', 'wish', 'grant', 'artifact', 'parent', 'seri', 'fatestaynight', 'inform', 'fatezero', 'wikipedia', 'fatezero', 'typemoon', 'wikia', 'fatezero', 'tv', 'anim', 'news', 'network']"
305,"['fatezero', 'light', 'novel', 'gen', 'urobuchi', 'adapt', 'manga', 'anim', 'prequel', 'visual', 'novel', 'fatestay', 'night', 'cover', 'event', 'fourth', 'holi', 'grail', 'war', 'parent', 'seri', 'fatestaynight']"
306,"['spice', 'wolf', 'japanes', 'light', 'novel', 'seri', 'written', 'isuna', 'hasekura', 'illustr', 'juu', 'ayakura', 'stori', 'revolv', 'around', 'kraft', 'lawrenc', 'yearold', 'travel', 'merchant', 'peddl', 'variou', 'good', 'town', 'town', 'live', 'styliz', 'histor', 'set', 'european', 'influenc', 'night', 'find', 'wagon', 'pagan', 'wolfdeiti', 'girl', 'name', 'holo', 'claim', 'year', 'old', 'town', 'goddess', 'harvest', 'inform', 'wikipedia', 'page', 'spice', 'wolf', 'wiki']"
307,"['spice', 'wolf', 'light', 'novel', 'written', 'isuna', 'hasekura', 'illustr', 'juu', 'ayakura', 'kraft', 'lawrenc', 'yearold', 'travel', 'merchant', 'peddl', 'variou', 'good', 'town', 'town', 'live', 'travel', 'holo', 'wolfdeiti', 'girl']"
308,"['sora', 'otoshimono', 'heaven', 'lost', 'properti', 'manga', 'seri', 'suu', 'minazuki', 'two', 'anim', 'adapt', 'two', 'movi', 'stori', 'involv', 'tomoki', 'sakurai', 'pervert', 'teenag', 'boy', 'find', 'wing', 'femal', 'humanoid', 'name', 'ikaro', 'declar', 'tomoki', 'servant', 'synopsi', 'sakurai', 'tomoki', 'strang', 'dream', 'sinc', 'child', 'wake', 'tear', 'sugata', 'upperclassmen', 'school', 'belief', 'dream', 'new', 'contin', 'later', 'night', 'wait', 'cherri', 'tree', 'friend', 'angel', 'come', 'fli', 'save', 'life', 'introduc', 'angeloid', 'name', 'ikaro', 'becom', 'bound', 'claim', 'master', 'fulfil', 'wish', 'result', 'seri', 'antic', 'give', 'tomoki', 'power', 'fulfil', 'deepest', 'wish', 'ignor', 'dark', 'forc', 'plot', 'wikipedia', 'mal']"
309,"['sora', 'otoshimono', 'heaven', 'lost', 'properti', 'manga', 'seri', 'suu', 'minazuki', 'two', 'anim', 'adapt', 'two', 'movi', 'stori', 'involv', 'tomoki', 'sakurai', 'find', 'wing', 'femal', 'humanoid', 'name', 'ikaro', 'declar', 'tomoki', 'servant']"
310,"['princess', 'tutu', 'magic', 'girl', 'anim', 'seri', 'creat', 'ikuko', 'itoh', 'anim', 'studio', 'hal', 'film', 'maker', 'follow', 'ahiru', 'duck', 'transform', 'young', 'girl', 'take', 'ballet', 'privat', 'school', 'becom', 'enamour', 'mysteri', 'schoolmat', 'mytho', 'transform', 'princess', 'tutu', 'restor', 'shatter', 'heart', 'princess', 'tutu', 'wikipedia']"
311,"['princess', 'tutu', 'magic', 'girl', 'anim', 'seri', 'creat', 'ikuko', 'itoh']"
312,"['mean', 'lot', 'thing', 'realli', 'depend', 'point', 'view', 'whether', 'spike', 'dy', 'end', 'even', 'put', 'away', 'minut', 'lot', 'thing', 'happen', 'last', 'episod', 'julia', 'dy', 'spike', 'hand', 'shin', 'dy', 'hint', 'viciou', 'kill', 'spike', 'wil', 'becom', 'new', 'leader', 'syndic', 'think', 'spike', 'surviv', 'might', 'think', 'weight', 'he', 'gon', 'na', 'carri', 'final', 'kill', 'viciou', 'think', 'spike', 'finish', 'busi', 'regard', 'syndic', 'viciou', 'lose', 'julia', 'weight', 'he', 'go', 'carri', 'even', 'dy', 'end', 'know', 'julia', 'die', 'ye', 'cours', 'refer', 'rock', 'classic', 'carri', 'weight', 'beetl', 'littl', 'offtop', 'person', 'moment', 'incomplet', 'make', 'anim', 'great', 'everyon', 'find', 'explan', 'suit', 'better', 'intent', 'open', 'end', 'allow', 'chose', 'explan', 'suitabl']"
313,"['lucki', 'star', 'manga', 'kagami', 'yoshimizu', 'later', 'adapt', 'video', 'game', 'light', 'novel', 'anim', 'stori', 'center', 'upon', 'four', 'japanes', 'girl', 'attend', 'japanes', 'high', 'school', 'main', 'charact', 'konata', 'izumi', 'lazi', 'girl', 'otaku', 'episod', 'usual', 'consist', 'number', 'sketch', 'portray', 'differ', 'aspect', 'girl', 'life', 'comed', 'manner', 'episod', 'lot', 'refer', 'anim', 'manga', 'seri', 'inform', 'wikipedia']"
314,"['lucki', 'star', 'sliceoflif', 'comedi', 'manga', 'kagami', 'yoshimizu', 'later', 'adapt', 'anim', 'light', 'novel', 'video', 'game', 'stori', 'center', 'upon', 'four', 'japanes', 'girl', 'attend', 'japanes', 'high', 'school']"
315,"['second', 'season', 'darker', 'black', 'darker', 'black', 'ryuusei', 'gemini', 'hei', 'mysteri', 'lose', 'contractor', 'power', 'somewher', 'middl', 'season', 'begin', 'anim', 'clearli', 'hei', 'still', 'contractor', 'power', 'sinc', 'us', 'fight', 'episod', 'howev', 'later', 'episod', 'reveal', 'charact', 'hei', 'power', 'complet', 'lost', 'ordinari', 'human', 'well', 'welltrain', 'human', 'least', 'reason', 'hei', 'lose', 'contractor', 'power', 'sudden', 'without', 'notic']"
316,"['even', 'though', 'havent', 'read', 'end', 'manga', 'care', 'notic', 'lot', 'detail', 'chang', 'even', 'omit', 'complet', 'end', 'anim', 'dont', 'understand', 'end', 'chang', 'anim', 'reason', 'behind', 'rather', 'drastic', 'differ']"
317,"['darker', 'black', 'supernatur', 'action', 'anim', 'tensai', 'okamura', 'ten', 'year', 'mysteri', 'accid', 'first', 'peopl', 'known', 'contractor', 'gain', 'variou', 'inhuman', 'power', 'use', 'cost', 'uniqu', 'price', 'variou', 'countri', 'spi', 'assassin', 'organ', 'call', 'syndic', 'send', 'hei', 'chines', 'contractor', 'secret', 'mission', 'tokyo', 'tag', 'use', 'question', 'darker', 'black', 'info', 'wikipedia', 'page', 'anim', 'list', 'page', 'anim', 'news', 'network', 'page']"
318,"['darker', 'black', 'supernatur', 'action', 'anim', 'tensai', 'okamura', 'ten', 'year', 'mysteri', 'accid', 'first', 'peopl', 'known', 'contractor', 'gain', 'variou', 'inhuman', 'power', 'use', 'cost', 'uniqu', 'price']"
319,"['notic', 'begin', 'gemini', 'meteor', 'season', 'bk201', 'star', 'vanish', 'lose', 'power', 'end', 'season', 'bk201', 'star', 'light', 'sky', 'fals', 'star', 'correspond', 'contractor', 'reson', 'contractor', 'power', 'use', 'think', 'safe', 'conclud', 'power', 'back']"
320,"['doesnt', 'seem', 'offici', 'announc', 'think', 'safe', 'sinc', 'manga', 'anim', 'heavi', 'symbol', 'recreat', 'concept', 'situat', 'sweatdrop', 'function', 'way', 'word', 'sweatdrop', 'imag', 'refer', 'fact', 'peopl', 'feel', 'uneasi', 'feel', 'similar', 'emot', 'usual', 'sweati', 'dont', 'sweati', 'real', 'life', 'theyr', 'symbol', 'symbol', 'might', 'prove', 'point', 'cruciform', 'pop', 'vein', 'clear', 'refer', 'vein', 'pop', 'seen', 'pulsat', 'your', 'nervou', 'your', 'lose', 'sourc', 'red', 'cheek', 'your', 'embarrass', 'blood', 'flow', 'red', 'nose', 'your', 'drunk', 'ye', 'nose', 'tendenc', 'sometim', 'drunk', 'saliva', 'drop', 'your', 'hungri', 'mouth', 'wateri', 'situat', 'anticip', 'food', 'your', 'eat', 'mastic', 'first', 'stage', 'digest', 'eye', 'shape', 'indic', 'nervous', 'excit', 'bet', 'everybodi', 'pictur', 'face', 'express', 'start', 'wikipedia', 'page', 'manga', 'iconographi']"
321,"['alway', 'doubt', 'whether', 'dragon', 'ball', 'gt', 'offici', 'canon', 'sequel', 'dragon', 'ball', 'akira', 'toriyama', 'help', 'develop', 'write']"
322,"['see', 'imag', 'spike', 'final', 'line', 'display', 'think', 'there', 'littl', 'doubt', 'quot', 'entir', 'direct', 'spike', 'mean', 'hold', 'spike', 'might', 'open', 'debat', 'here', 'make', 'sens', 'quot', 'refer', 'weight', 'spike', 'carri', 'around', 'leav', 'syndic', 'throughout', 'seri', 'spike', 'seem', 'pretti', 'easygo', 'guy', 'whatev', 'happen', 'happen', 'except', 'life', 'left', 'behind', 'catch', 'whenev', 'someon', 'past', 'cross', 'life', 'youll', 'notic', 'start', 'act', 'differ', 'ie', 'react', 'hear', 'julia', 'name', 'begin', 'jupit', 'jazz', 'think', 'impli', 'he', 'carri', 'lot', 'emot', 'baggag', 'around', 'earlier', 'day', 'sinc', 'alway', 'talk', 'know', 'whether', 'realli', 'aliv', 'dead', 'although', 'said', 'he', 'refer', 'neardeath', 'experi', 'think', 'he', 'refer', 'fact', 'hasnt', 'realli', 'felt', 'aliv', 'sinc', 'left', 'syndic', 'weight', 'describ', 'might', 'inner', 'turmoil', 'he', 'carri', 'never', 'chanc', 'deal', 'dealt', 'throughout', 'run', 'show', 'perhap', 'quot', 'reflect', 'quintessenti', 'part', 'spike', 'never', 'explor', 'cours', 'entir', 'seri', 'cant', 'help', 'think', 'titl', 'lyric', 'beetl', 'song', 'carri', 'weight', 'carri', 'deeper', 'mean', 'parallel', 'show', 'your', 'fan', 'band', 'youv', 'probabl', 'heard', 'two', 'interpret', 'accord', 'beatl', 'wiki', 'interpret', 'titl', 'main', 'lyric', 'refer', 'two', 'peopl', 'john', 'lennon', 'paul', 'mccartney', 'mccartney', 'view', 'lennon', 'allow', 'beatl', 'break', 'carri', 'weight', 'rest', 'life', 'mccartney', 'essenti', 'blame', 'lennon', 'yoko', 'ono', 'declin', 'band', 'relationship', 'second', 'refer', 'mccartney', 'carri', 'weight', 'band', 'act', 'manag', 'death', 'brian', 'epstein', 'took', 'job', 'mccartney', 'never', 'realiz', 'much', 'epstein', 'difficult', 'manag', 'financi', 'side', 'beatl', 'supposedli', 'song', 'interlud', 'paul', 'your', 'go', 'carri', 'weight', 'heard', 'choru', 'sens', 'spike', 'john', 'lennon', 'decis', 'syndic', 'lennon', 'decis', 'allow', 'beatl', 'break', 'even', 'though', 'ed', 'ein', 'combin', 'respect', 'repres', 'ringo', 'alreadi', 'left', 'point', 'bebop', 'still', 'three', 'main', 'charact', 'togeth', 'continu', 'live', 'togeth', 'without', 'thing', 'chang', 'miss', 'drummer', 'spike', 'leav', 'fay', 'mccartney', 'role', 'vainli', 'tri', 'threatenpersuad', 'spike', 'stay', 'know', 'departur', 'mean', 'end', 'bebop', 'impli', 'spike', 'decid', 'leav', 'respons', 'dissolut', 'die', 'reunit', 'respect', 'group', 'hand', 'socal', 'friend', 'viciou', 'former', 'alli', 'spike', 'chapman', 'schizophren', 'fan', 'therefor', 'spike', 'chose', 'leav', 'ship', 'face', 'certain', 'death', 'bear', 'blame', 'end', 'name', 'bebop', 'charact', 'show', 'provid', 'liter', 'end', 'seri']"
